epoch,step,train/bbox_ctrness_epoch,train/bbox_ctrness_step,train/bbox_regression_epoch,train/bbox_regression_step,train/classification_epoch,train/classification_step,train/loss_epoch,train/loss_step
0,0,,0.635333776473999,,0.12352016568183899,,0.2819043695926666,,1.0407583713531494
0,1,,0.616270899772644,,0.08325875550508499,,0.20694836974143982,,0.9064780473709106
0,1,0.6258023381233215,,0.10338945686817169,,0.24442636966705322,,0.97361820936203,
