epoch,step,train/bbox_ctrness_epoch,train/bbox_ctrness_step,train/bbox_regression_epoch,train/bbox_regression_step,train/classification_epoch,train/classification_step,train/loss_epoch,train/loss_step
0,0,,0.6409406661987305,,0.13206656277179718,,0.18984022736549377,,0.9628474712371826
0,1,,0.0,,0.0,,0.036794088780879974,,0.036794088780879974
0,2,,0.6182457208633423,,0.09995695948600769,,0.18227040767669678,,0.9004731178283691
0,3,,0.6161008477210999,,0.08071957528591156,,0.16628895699977875,,0.8631093502044678
0,4,,0.6382265686988831,,0.1679660975933075,,0.2625361680984497,,1.0687288045883179
0,5,,0.6126881241798401,,0.06800253689289093,,0.08982018381357193,,0.7705108523368835
0,6,,0.0,,0.0,,0.023147031664848328,,0.023147031664848328
0,7,,0.6163613796234131,,0.06797228008508682,,0.4555053114891052,,1.1398389339447021
0,8,,0.6226553916931152,,0.14857865869998932,,0.4616324007511139,,1.2328665256500244
0,9,,0.6368744373321533,,0.12514276802539825,,0.09467250853776932,,0.8566896915435791
0,10,,0.0,,0.0,,0.005884232465177774,,0.005884232465177774
0,11,,0.6155552268028259,,0.08400014787912369,,0.11889182031154633,,0.8184472322463989
0,12,,0.6398740410804749,,0.12759950757026672,,0.11058598011732101,,0.8780595064163208
0,13,,0.6199260950088501,,0.07545405626296997,,1.128027319908142,,1.823407530784607
0,14,,0.6371440291404724,,0.09094686061143875,,0.17204216122627258,,0.9001330137252808
0,15,,0.6143659353256226,,0.08548486232757568,,0.2121465802192688,,0.911997377872467
0,16,,0.6159998774528503,,0.08665205538272858,,0.5826992392539978,,1.2853511571884155
0,17,,0.6354832649230957,,0.11364687979221344,,0.5560332536697388,,1.3051633834838867
0,18,,0.0,,0.0,,0.15892580151557922,,0.15892580151557922
0,19,,0.6249471306800842,,0.10118229687213898,,0.17589953541755676,,0.9020289778709412
0,20,,0.0,,0.0,,0.7215102314949036,,0.7215102314949036
0,21,,0.6338057518005371,,0.11214356869459152,,0.19567304849624634,,0.9416223764419556
0,22,,0.6348862648010254,,0.07219461351633072,,0.11212979257106781,,0.8192106485366821
0,23,,0.0,,0.0,,0.034919045865535736,,0.034919045865535736
0,24,,0.6422004699707031,,0.16175061464309692,,0.5657025575637817,,1.3696537017822266
0,25,,0.6329112648963928,,0.09535561501979828,,0.14630275964736938,,0.8745696544647217
0,26,,0.6144115328788757,,0.05504376441240311,,0.07390674203634262,,0.7433620691299438
0,27,,0.6400909423828125,,0.15149633586406708,,0.6176499128341675,,1.4092371463775635
0,28,,0.0,,0.0,,0.003395961131900549,,0.003395961131900549
0,29,,0.6302754282951355,,0.06721740961074829,,0.09139125794172287,,0.7888841032981873
0,30,,0.0,,0.0,,0.010021459311246872,,0.010021459311246872
0,31,,0.6363582015037537,,0.1167716458439827,,0.07338044792413712,,0.8265103101730347
0,32,,0.6353609561920166,,0.09560336172580719,,0.13109618425369263,,0.8620604872703552
0,33,,0.6460213661193848,,0.18298284709453583,,0.25057971477508545,,1.0795838832855225
0,34,,0.6106069087982178,,0.11605741083621979,,0.07091259956359863,,0.797576904296875
0,35,,0.6248049736022949,,0.14337320625782013,,0.5203074216842651,,1.2884855270385742
0,36,,0.6504400968551636,,0.17242629826068878,,0.09809234738349915,,0.9209587574005127
0,37,,0.0,,0.0,,0.1287519633769989,,0.1287519633769989
0,38,,0.0,,0.0,,0.06469611078500748,,0.06469611078500748
0,39,,0.6543639302253723,,0.3380800187587738,,1.0429277420043945,,2.035371780395508
0,40,,0.6595585346221924,,0.24722923338413239,,0.18853744864463806,,1.095325231552124
0,41,,0.6521469354629517,,0.24394340813159943,,0.606970489025116,,1.5030608177185059
0,42,,0.6310041546821594,,0.05023643746972084,,0.0975891724228859,,0.7788297533988953
0,43,,0.6156981587409973,,0.05504593998193741,,0.5194513201713562,,1.1901954412460327
0,44,,0.0,,0.0,,0.7392414212226868,,0.7392414212226868
0,45,,0.6287336945533752,,0.07744549214839935,,0.26504430174827576,,0.9712234735488892
0,46,,0.0,,0.0,,2.2369942665100098,,2.2369942665100098
0,47,,0.631295382976532,,0.1533648520708084,,0.12664484977722168,,0.9113050699234009
0,48,,0.0,,0.0,,0.16309300065040588,,0.16309300065040588
0,49,,0.6313999891281128,,0.03903232142329216,,0.039784036576747894,,0.7102163434028625
0,50,,0.6244910359382629,,0.12028401345014572,,0.12291857600212097,,0.8676936626434326
0,51,,0.0,,0.0,,0.007320123724639416,,0.007320123724639416
0,52,,0.6139196157455444,,0.055688027292490005,,0.29105252027511597,,0.9606601595878601
0,53,,0.0,,0.0,,0.06808921694755554,,0.06808921694755554
0,54,,0.0,,0.0,,0.010570252314209938,,0.010570252314209938
0,55,,0.6354446411132812,,0.09608590602874756,,0.26844996213912964,,0.9999805092811584
0,56,,0.5939416885375977,,0.08481095731258392,,0.18729515373706818,,0.8660477995872498
0,57,,0.6277758479118347,,0.07392393052577972,,0.11013443022966385,,0.8118342161178589
0,58,,0.5984224677085876,,0.12308768928050995,,0.1306084543466568,,0.8521186113357544
0,59,,0.0,,0.0,,0.007793244440108538,,0.007793244440108538
0,60,,0.6351072192192078,,0.1044154167175293,,0.34457021951675415,,1.0840928554534912
0,61,,0.0,,0.0,,0.8916208744049072,,0.8916208744049072
