model,f1,precision,recall,false_positives,false_negatives,total_detections,runtime_s,forward_pass_s,mean_patch_latency_s
FCOS_18_baseline,0.6774193548386988,0.8076923076922767,0.583333333333317,5,15,26,168.94459371099947,165.36540323800273,0.6316426902840904
FCOS_18_depgraph_structural_10pct,0.6896551724137812,0.9090909090908679,0.5555555555555401,2,16,22,166.05186171199966,162.89244688800318,0.6212896971590894
