epoch,step,train/bbox_ctrness_epoch,train/bbox_ctrness_step,train/bbox_regression_epoch,train/bbox_regression_step,train/classification_epoch,train/classification_step,train/loss_epoch,train/loss_step
0,0,,0.6365277767181396,,0.1000705137848854,,0.3689155876636505,,1.1055138111114502
0,1,,0.6182865500450134,,0.10244176536798477,,0.2072441577911377,,0.9279724359512329
0,1,0.6274071931838989,,0.10125613957643509,,0.2880798578262329,,1.0167431831359863,
