epoch,step,train/bbox_ctrness_epoch,train/bbox_ctrness_step,train/bbox_regression_epoch,train/bbox_regression_step,train/classification_epoch,train/classification_step,train/loss_epoch,train/loss_step
0,0,,0.6355819702148438,,0.12754519283771515,,0.7115278244018555,,1.4746549129486084
0,1,,0.6160032153129578,,0.10079961270093918,,0.2779794931411743,,0.9947823286056519
0,1,0.6257926225662231,,0.11417239904403687,,0.4947536587715149,,1.2347185611724854,
