run_name,config_file,dataset_csv,runtime_backend,effective_runtime_backend,compile_backend,compile_mode,onnx_opset,openvino_device,openvino_version,available_devices,selected_device,source_onnx_path,source_onnx_reused,openvino_model_path,openvino_weights_path,openvino_ir_reused,openvino_compress_to_fp16,torch_version,cuda_available,cuda_device_name,tensorrt_version,onnx_path,tensorrt_engine_path,tensorrt_engine_reused,precision,engine_build_time_seconds,inference_latency_excludes_engine_build,export_path,export_reused,runtime_warnings,model_name,num_images,num_patches,device,batch_size,num_workers,overlap,nms_thresh,total_end_to_end_s,startup_time_s,measured_inference_time_s,evaluation_metrics_s,output_serialization_s,mean_per_image_s,median_per_image_s,mean_per_patch_s,median_per_patch_s,stage_dataloader_wait_preprocessing_s,stage_dataloader_wait_preprocessing_pct,stage_forward_pass_s,stage_forward_pass_pct,stage_image_io_patch_extraction_setup_s,stage_image_io_patch_extraction_setup_pct,stage_model_device_setup_s,stage_model_device_setup_pct,stage_patch_merging_postprocessing_nms_s,stage_patch_merging_postprocessing_nms_pct
FCOS_18_eval,experiments/eval_guide/configs/FCOS_18_eval.yaml,data/midogpp_guide_eval_xvalidation_3img.csv,onnxruntime_cpu,onnxruntime_cpu,,,18,,,,,,,,,,,,,,,,,,,,,experiments/quantization/ptq_20260816T1815Z/pruned_recovered/export/FCOS_18_patch1024_opset18_d5892925a8.onnx,True,,FCOS_18,3,228,cpu,1,0,0.3,0.3,203.1415497190028,6.911604616994737,195.2831997480098,0.04479463100142311,0.0001533399918116629,65.09439991600327,60.03473812399898,0.8565052620526745,0.8561653332500018,0.7711826878949068,0.39490477874698293,194.34408262600482,99.51909989020213,0.11830202800047118,0.06057972634262761,4.970002919435501e-06,2.54502329224875e-06,0.042788814011146314,0.021911159826529004
