variant,backend,precision,threshold,f1,precision_metric,recall,true_positives,false_positives,false_negatives,total_detections
baseline,ONNX_Runtime,INT8,0.736,0.7398989898989895,0.9512987012986998,0.6053719008264457,586,30,382,616
baseline,ONNX_Runtime,INT8,0.737,0.7375079063883614,0.9510603588906998,0.6022727272727266,583,30,385,613
baseline,ONNX_Runtime,INT8,0.738,0.73637515842839,0.952459016393441,0.6002066115702474,581,29,387,610
baseline,ONNX_Runtime,INT8,0.739,0.7360406091370554,0.953947368421051,0.5991735537190076,580,28,388,608
baseline,ONNX_Runtime,INT8,0.74,0.7365079365079361,0.9555189456342652,0.5991735537190076,580,27,388,607
baseline,ONNX_Runtime,INT8,0.741,0.7332908975175043,0.9552238805970134,0.5950413223140489,576,27,392,603
baseline,ONNX_Runtime,INT8,0.742,0.7305236270753508,0.9565217391304331,0.5909090909090903,572,26,396,598
baseline,ONNX_Runtime,INT8,0.743,0.7293666026871397,0.9579831932773092,0.588842975206611,570,25,398,595
baseline,ONNX_Runtime,INT8,0.744,0.7290198590647017,0.9595278246205716,0.5878099173553712,569,24,399,593
baseline,ONNX_Runtime,INT8,0.745,0.7265725288831831,0.9593220338983034,0.5847107438016522,566,24,402,590
baseline,ONNX_Runtime,INT8,0.746,0.7241157556270092,0.9591141396933544,0.5816115702479333,563,24,405,587
baseline,ONNX_Runtime,INT8,0.747,0.7229381443298964,0.9606164383561628,0.5795454545454539,561,23,407,584
baseline,ONNX_Runtime,INT8,0.748,0.7204648160103289,0.9604130808950068,0.5764462809917349,558,23,410,581
baseline,ONNX_Runtime,INT8,0.749,0.7179818887451483,0.9602076124567456,0.5733471074380159,555,23,413,578
baseline,ONNX_Runtime,INT8,0.75,0.7163212435233156,0.9600694444444428,0.5712809917355366,553,23,415,576
baseline,ONNX_Runtime,INT8,0.751,0.7146562905317765,0.9599303135888484,0.5692148760330572,551,23,417,574
baseline,ONNX_Runtime,INT8,0.752,0.7129870129870126,0.959790209790208,0.5671487603305779,549,23,419,572
baseline,ONNX_Runtime,INT8,0.753,0.7129870129870126,0.959790209790208,0.5671487603305779,549,23,419,572
baseline,ONNX_Runtime,INT8,0.754,0.7134502923976604,0.961471103327494,0.5671487603305779,549,22,419,571
baseline,ONNX_Runtime,INT8,0.755,0.7117761873780087,0.9613356766256572,0.5650826446280985,547,22,421,569
baseline,ONNX_Runtime,INT8,0.756,0.7101827676240204,0.9645390070921968,0.5619834710743796,544,20,424,564
baseline,ONNX_Runtime,INT8,0.757,0.70595939751146,0.9642218246869392,0.5568181818181812,539,20,429,559
baseline,ONNX_Runtime,INT8,0.758,0.7038739330269201,0.965765765765764,0.5537190082644622,536,19,432,555
baseline,ONNX_Runtime,INT8,0.759,0.7021696252465479,0.9656419529837234,0.5516528925619829,534,19,434,553
baseline,ONNX_Runtime,INT8,0.76,0.7013157894736838,0.9655797101449256,0.5506198347107433,533,19,435,552
baseline,ONNX_Runtime,INT8,0.761,0.6996047430830036,0.9654545454545436,0.5485537190082639,531,19,437,550
baseline,ONNX_Runtime,INT8,0.762,0.694444444444444,0.9650735294117628,0.5423553719008258,525,19,443,544
baseline,ONNX_Runtime,INT8,0.763,0.6940397350993374,0.9667896678966772,0.5413223140495862,524,18,444,542
baseline,ONNX_Runtime,INT8,0.764,0.6940397350993374,0.9667896678966772,0.5413223140495862,524,18,444,542
baseline,ONNX_Runtime,INT8,0.765,0.6936339522546415,0.9685185185185168,0.5402892561983466,523,17,445,540
baseline,ONNX_Runtime,INT8,0.766,0.6923588039867106,0.9702048417132196,0.5382231404958672,521,16,447,537
baseline,ONNX_Runtime,INT8,0.767,0.6923588039867106,0.9702048417132196,0.5382231404958672,521,16,447,537
baseline,ONNX_Runtime,INT8,0.768,0.6906187624750495,0.9700934579439234,0.5361570247933879,519,16,449,535
baseline,ONNX_Runtime,INT8,0.769,0.6888740839440369,0.9699812382739194,0.5340909090909085,517,16,451,533
baseline,ONNX_Runtime,INT8,0.77,0.6879999999999996,0.9699248120300732,0.5330578512396689,516,16,452,532
baseline,ONNX_Runtime,INT8,0.771,0.6844919786096253,0.9696969696969678,0.5289256198347102,512,16,456,528
baseline,ONNX_Runtime,INT8,0.772,0.6849498327759194,0.9715370018975312,0.5289256198347102,512,15,456,527
baseline,ONNX_Runtime,INT8,0.773,0.6831882116543867,0.9714285714285696,0.5268595041322308,510,15,458,525
baseline,ONNX_Runtime,INT8,0.774,0.6787634408602147,0.9711538461538444,0.5216942148760325,505,15,463,520
baseline,ONNX_Runtime,INT8,0.775,0.6747638326585691,0.972762645914395,0.5165289256198342,500,14,468,514
baseline,ONNX_Runtime,INT8,0.776,0.6752194463200536,0.9746588693957096,0.5165289256198342,500,13,468,513
baseline,ONNX_Runtime,INT8,0.777,0.6752368064952634,0.9784313725490176,0.5154958677685945,499,11,469,510
baseline,ONNX_Runtime,INT8,0.778,0.6743398781313469,0.9783889980353616,0.5144628099173548,498,11,470,509
baseline,ONNX_Runtime,INT8,0.779,0.6716417910447757,0.9782608695652154,0.5113636363636358,495,11,473,506
baseline,ONNX_Runtime,INT8,0.78,0.6707399864222671,0.9782178217821762,0.5103305785123962,494,11,474,505
baseline,ONNX_Runtime,INT8,0.781,0.6675749318801085,0.979999999999998,0.5061983471074375,490,10,478,500
baseline,ONNX_Runtime,INT8,0.782,0.6648464163822522,0.9798792756539216,0.5030991735537185,487,10,481,497
baseline,ONNX_Runtime,INT8,0.783,0.6575154426904595,0.9795501022494868,0.4948347107438011,479,10,489,489
baseline,ONNX_Runtime,INT8,0.784,0.6538196834136266,0.979381443298967,0.4907024793388425,475,10,493,485
baseline,ONNX_Runtime,INT8,0.785,0.6510344827586203,0.979253112033193,0.4876033057851234,472,10,496,482
baseline,ONNX_Runtime,INT8,0.786,0.6486860304287686,0.9811715481171528,0.4845041322314044,469,9,499,478
baseline,ONNX_Runtime,INT8,0.787,0.6449375866851591,0.981012658227846,0.4803719008264457,465,9,503,474
baseline,ONNX_Runtime,INT8,0.788,0.637377963737796,0.9806866952789678,0.4721074380165284,457,9,511,466
baseline,ONNX_Runtime,INT8,0.789,0.6345213137665964,0.9805615550755918,0.4690082644628094,454,9,514,463
baseline,ONNX_Runtime,INT8,0.79,0.6320953048353184,0.9825708061002156,0.4659090909090904,451,8,517,459
baseline,ONNX_Runtime,INT8,0.791,0.631136044880785,0.9825327510917008,0.4648760330578507,450,8,518,458
baseline,ONNX_Runtime,INT8,0.792,0.6301754385964908,0.9824945295404792,0.463842975206611,449,8,519,457
baseline,ONNX_Runtime,INT8,0.793,0.6282501756851717,0.9824175824175804,0.4617768595041317,447,8,521,455
baseline,ONNX_Runtime,INT8,0.794,0.6243833685694147,0.982261640798224,0.457644628099173,443,8,525,451
baseline,ONNX_Runtime,INT8,0.795,0.6214689265536719,0.9821428571428548,0.4545454545454541,440,8,528,448
baseline,ONNX_Runtime,INT8,0.796,0.6204946996466427,0.9821029082774028,0.4535123966942144,439,8,529,447
baseline,ONNX_Runtime,INT8,0.797,0.6116642958748217,0.9817351598173492,0.4442148760330573,430,8,538,438
baseline,ONNX_Runtime,INT8,0.798,0.6106761565836295,0.9816933638443912,0.4431818181818177,429,8,539,437
baseline,ONNX_Runtime,INT8,0.799,0.6096866096866093,0.9816513761467868,0.442148760330578,428,8,540,436
baseline,ONNX_Runtime,INT8,0.8,0.6041517537580525,0.9836829836829812,0.43595041322314,422,7,546,429
baseline,OpenVINO,INT8,0.3,0.5361238532110091,0.3710317460317459,0.96590909090909,935,1585,33,2520
baseline,OpenVINO,INT8,0.301,0.5376653248993674,0.3725099601593624,0.96590909090909,935,1575,33,2510
baseline,OpenVINO,INT8,0.302,0.5396182764603816,0.3746987951807227,0.9638429752066106,933,1557,35,2490
baseline,OpenVINO,INT8,0.303,0.541183294663573,0.3762096774193547,0.9638429752066106,933,1547,35,2480
baseline,OpenVINO,INT8,0.304,0.5429153331393656,0.3778857837181043,0.9638429752066106,933,1536,35,2469
baseline,OpenVINO,INT8,0.305,0.5440233236151603,0.3789601949634442,0.9638429752066106,933,1529,35,2462
baseline,OpenVINO,INT8,0.306,0.5455077553409422,0.3805634953042056,0.9628099173553708,932,1517,36,2449
baseline,OpenVINO,INT8,0.307,0.5483965872315385,0.383381324557795,0.9628099173553708,932,1499,36,2431
baseline,OpenVINO,INT8,0.308,0.5511531638083973,0.3860811930405963,0.9628099173553708,932,1482,36,2414
baseline,OpenVINO,INT8,0.309,0.5539375928677561,0.388819357530246,0.9628099173553708,932,1465,36,2397
baseline,OpenVINO,INT8,0.31,0.5552576705391717,0.3901213897028043,0.9628099173553708,932,1457,36,2389
baseline,OpenVINO,INT8,0.311,0.556417910447761,0.3912678421494541,0.9628099173553708,932,1450,36,2382
baseline,OpenVINO,INT8,0.312,0.5587529976019183,0.3935810810810809,0.9628099173553708,932,1436,36,2368
baseline,OpenVINO,INT8,0.313,0.56043295249549,0.395250212044105,0.9628099173553708,932,1426,36,2358
baseline,OpenVINO,INT8,0.314,0.5615199034981905,0.3965076660988073,0.9617768595041312,931,1417,37,2348
baseline,OpenVINO,INT8,0.315,0.5651777575205104,0.4003443822643132,0.9607438016528916,930,1393,38,2323
baseline,OpenVINO,INT8,0.316,0.5667276051188298,0.4019014693171995,0.9607438016528916,930,1384,38,2314
baseline,OpenVINO,INT8,0.317,0.568981339859284,0.4041720990873532,0.9607438016528916,930,1371,38,2301
baseline,OpenVINO,INT8,0.318,0.5702023298589821,0.4054054054054052,0.9607438016528916,930,1364,38,2294
baseline,OpenVINO,INT8,0.319,0.5709895513214504,0.406386701662292,0.959710743801652,929,1357,39,2286
baseline,OpenVINO,INT8,0.32,0.5729263028060436,0.4083516483516481,0.959710743801652,929,1346,39,2275
baseline,OpenVINO,INT8,0.321,0.5746984225177851,0.4101545253863133,0.959710743801652,929,1336,39,2265
baseline,OpenVINO,INT8,0.322,0.5766604593420235,0.4121561668145517,0.959710743801652,929,1325,39,2254
baseline,OpenVINO,INT8,0.323,0.5791770573566083,0.4147321428571427,0.959710743801652,929,1311,39,2240
baseline,OpenVINO,INT8,0.324,0.5799999999999998,0.4157706093189962,0.9586776859504124,928,1304,40,2232
baseline,OpenVINO,INT8,0.325,0.5821831869510663,0.4180180180180178,0.9586776859504124,928,1292,40,2220
baseline,OpenVINO,INT8,0.326,0.5832809553739785,0.4191508581752482,0.9586776859504124,928,1286,40,2214
baseline,OpenVINO,INT8,0.327,0.5852272727272726,0.4213636363636361,0.9576446280991724,927,1273,41,2200
baseline,OpenVINO,INT8,0.328,0.5870804306523114,0.4232876712328765,0.9576446280991724,927,1263,41,2190
baseline,OpenVINO,INT8,0.329,0.5889453621346885,0.4252293577981649,0.9576446280991724,927,1253,41,2180
baseline,OpenVINO,INT8,0.33,0.5913875598086122,0.4277803414859251,0.9576446280991724,927,1240,41,2167
baseline,OpenVINO,INT8,0.331,0.5932799999999998,0.4297635605006952,0.9576446280991724,927,1230,41,2157
baseline,OpenVINO,INT8,0.332,0.5944212888746392,0.4309623430962341,0.9576446280991724,927,1224,41,2151
baseline,OpenVINO,INT8,0.333,0.5957583547557839,0.4323694029850744,0.9576446280991724,927,1217,41,2144
baseline,OpenVINO,INT8,0.334,0.5971014492753621,0.4337856808610199,0.9576446280991724,927,1210,41,2137
baseline,OpenVINO,INT8,0.335,0.5990306946688205,0.4358251057827925,0.9576446280991724,927,1200,41,2127
baseline,OpenVINO,INT8,0.336,0.5998058880621157,0.4366462552991048,0.9576446280991724,927,1196,41,2123
baseline,OpenVINO,INT8,0.337,0.6011035378123984,0.4382394699479411,0.9566115702479328,926,1187,42,2113
baseline,OpenVINO,INT8,0.338,0.602998696219035,0.4404761904761903,0.9555785123966932,925,1175,43,2100
baseline,OpenVINO,INT8,0.339,0.6035889070146817,0.4411063423938958,0.9555785123966932,925,1172,43,2097
baseline,OpenVINO,INT8,0.34,0.6041802743305028,0.4417382999044888,0.9555785123966932,925,1169,43,2094
baseline,OpenVINO,INT8,0.341,0.6059613494923025,0.4436450839328535,0.9555785123966932,925,1160,43,2085
baseline,OpenVINO,INT8,0.342,0.6085526315789472,0.4464285714285712,0.9555785123966932,925,1147,43,2072
baseline,OpenVINO,INT8,0.343,0.6105610561056104,0.4485935984481084,0.9555785123966932,925,1137,43,2062
baseline,OpenVINO,INT8,0.344,0.6111661711265277,0.4492472073822242,0.9555785123966932,925,1134,43,2059
baseline,OpenVINO,INT8,0.345,0.6123800066203242,0.4505601558694591,0.9555785123966932,925,1128,43,2053
baseline,OpenVINO,INT8,0.346,0.6146179401993354,0.4529872673849165,0.9555785123966932,925,1117,43,2042
baseline,OpenVINO,INT8,0.347,0.6170780520346896,0.4556650246305416,0.9555785123966932,925,1105,43,2030
baseline,OpenVINO,INT8,0.348,0.619510559839088,0.4585607940446648,0.9545454545454536,924,1091,44,2015
baseline,OpenVINO,INT8,0.349,0.621339616290811,0.4608087868197701,0.9535123966942138,923,1080,45,2003
baseline,OpenVINO,INT8,0.35,0.6228070175438595,0.4624248496993985,0.9535123966942138,923,1073,45,1996
baseline,OpenVINO,INT8,0.351,0.6242813662495771,0.4640522875816991,0.9535123966942138,923,1066,45,1989
baseline,OpenVINO,INT8,0.352,0.6255506607929513,0.4654563792233986,0.9535123966942138,923,1060,45,1983
baseline,OpenVINO,INT8,0.353,0.6266123557365918,0.466632962588473,0.9535123966942138,923,1055,45,1978
baseline,OpenVINO,INT8,0.354,0.628104797550187,0.4682902080162352,0.9535123966942138,923,1048,45,1971
baseline,OpenVINO,INT8,0.355,0.6296043656207365,0.4699592668024437,0.9535123966942138,923,1041,45,1964
baseline,OpenVINO,INT8,0.356,0.6319753509072233,0.4726062467997949,0.9535123966942138,923,1030,45,1953
baseline,OpenVINO,INT8,0.357,0.6332761578044594,0.4740626605033382,0.9535123966942138,923,1024,45,1947
baseline,OpenVINO,INT8,0.358,0.6341463414634144,0.4750386001029333,0.9535123966942138,923,1020,45,1943
baseline,OpenVINO,INT8,0.359,0.6354238456237076,0.4767321613236813,0.9524793388429742,922,1012,46,1934
baseline,OpenVINO,INT8,0.36,0.6360497237569058,0.4776970954356844,0.9514462809917346,921,1007,47,1928
baseline,OpenVINO,INT8,0.361,0.6375908618899271,0.4794377928162413,0.9514462809917346,921,1000,47,1921
baseline,OpenVINO,INT8,0.362,0.6378116343490303,0.4796874999999997,0.9514462809917346,921,999,47,1920
baseline,OpenVINO,INT8,0.363,0.6395550921098364,0.4819277108433732,0.9504132231404948,920,989,48,1909
baseline,OpenVINO,INT8,0.364,0.64066852367688,0.4831932773109241,0.9504132231404948,920,984,48,1904
baseline,OpenVINO,INT8,0.365,0.6429070580013975,0.4857444561774021,0.9504132231404948,920,974,48,1894
baseline,OpenVINO,INT8,0.366,0.6435816719132562,0.4865150713907983,0.9504132231404948,920,971,48,1891
baseline,OpenVINO,INT8,0.367,0.643806857942617,0.4867724867724865,0.9504132231404948,920,970,48,1890
baseline,OpenVINO,INT8,0.368,0.6453875833041036,0.4885820499203396,0.9504132231404948,920,963,48,1883
baseline,OpenVINO,INT8,0.369,0.6467276565798731,0.4903948772678759,0.9493801652892552,919,955,49,1874
baseline,OpenVINO,INT8,0.37,0.6478674656327104,0.4917067950775813,0.9493801652892552,919,950,49,1869
baseline,OpenVINO,INT8,0.371,0.6487822096717258,0.4927613941018764,0.9493801652892552,919,946,49,1865
baseline,OpenVINO,INT8,0.372,0.6503719447396384,0.4948787061994606,0.9483471074380156,918,937,50,1855
baseline,OpenVINO,INT8,0.373,0.6526839672947029,0.4975609756097559,0.9483471074380156,918,927,50,1845
baseline,OpenVINO,INT8,0.374,0.6545454545454543,0.4997278170930863,0.9483471074380156,918,919,50,1837
baseline,OpenVINO,INT8,0.375,0.6552462526766594,0.5005452562704469,0.9483471074380156,918,916,50,1834
baseline,OpenVINO,INT8,0.376,0.657122405153901,0.5027382256297916,0.9483471074380156,918,908,50,1826
baseline,OpenVINO,INT8,0.377,0.6590093323761663,0.5049504950495047,0.9483471074380156,918,900,50,1818
baseline,OpenVINO,INT8,0.378,0.659956865564342,0.5060639470782798,0.9483471074380156,918,896,50,1814
baseline,OpenVINO,INT8,0.379,0.6623376623376621,0.5088691796008866,0.9483471074380156,918,886,50,1804
baseline,OpenVINO,INT8,0.38,0.6637744034707156,0.5105672969966627,0.9483471074380156,918,880,50,1798
baseline,OpenVINO,INT8,0.381,0.6644951140065144,0.5114206128133703,0.9483471074380156,918,877,50,1795
baseline,OpenVINO,INT8,0.382,0.6656997824510512,0.5128491620111729,0.9483471074380156,918,872,50,1790
baseline,OpenVINO,INT8,0.383,0.6669088267344713,0.514285714285714,0.9483471074380156,918,867,50,1785
baseline,OpenVINO,INT8,0.384,0.668608885651857,0.5163104611923507,0.9483471074380156,918,860,50,1778
baseline,OpenVINO,INT8,0.385,0.6695906432748536,0.5180995475113119,0.946280991735536,916,852,52,1768
baseline,OpenVINO,INT8,0.386,0.6708165507140239,0.5195689166193985,0.946280991735536,916,847,52,1763
baseline,OpenVINO,INT8,0.387,0.6727873668747703,0.5219373219373217,0.946280991735536,916,839,52,1755
baseline,OpenVINO,INT8,0.388,0.6747697974217309,0.5243274184315968,0.946280991735536,916,831,52,1747
baseline,OpenVINO,INT8,0.389,0.6760251200591058,0.5261644623346748,0.9452479338842964,915,824,53,1739
baseline,OpenVINO,INT8,0.39,0.6767751479289938,0.5270737327188937,0.9452479338842964,915,821,53,1736
baseline,OpenVINO,INT8,0.391,0.6787833827893173,0.5295138888888886,0.9452479338842964,915,813,53,1728
baseline,OpenVINO,INT8,0.392,0.6797919762258542,0.5307424593967515,0.9452479338842964,915,809,53,1724
baseline,OpenVINO,INT8,0.393,0.6795682917752137,0.5311227457824313,0.9431818181818172,913,806,55,1719
baseline,OpenVINO,INT8,0.394,0.6815976110488986,0.5336060783167735,0.9431818181818172,913,798,55,1711
baseline,OpenVINO,INT8,0.395,0.6821068360104592,0.5342305441778815,0.9431818181818172,913,796,55,1709
baseline,OpenVINO,INT8,0.396,0.6834020232296738,0.5361552028218692,0.9421487603305776,912,789,56,1701
baseline,OpenVINO,INT8,0.397,0.683914510686164,0.5367863449087695,0.9421487603305776,912,787,56,1699
baseline,OpenVINO,INT8,0.398,0.6841907622981598,0.5374631268436575,0.9411157024793378,911,784,57,1695
baseline,OpenVINO,INT8,0.399,0.6842105263157893,0.5378250591016546,0.9400826446280982,910,782,58,1692
baseline,OpenVINO,INT8,0.4,0.6857573474001505,0.539739027283511,0.9400826446280982,910,776,58,1686
baseline,OpenVINO,INT8,0.401,0.6865333836288191,0.5407011289364227,0.9400826446280982,910,773,58,1683
baseline,OpenVINO,INT8,0.402,0.6880907372400754,0.5426356589147284,0.9400826446280982,910,767,58,1677
baseline,OpenVINO,INT8,0.403,0.6899166034874903,0.5449101796407183,0.9400826446280982,910,760,58,1670
baseline,OpenVINO,INT8,0.404,0.6917521854808055,0.5472038484666263,0.9400826446280982,910,753,58,1663
baseline,OpenVINO,INT8,0.405,0.691780821917808,0.5475903614457829,0.9390495867768583,909,751,59,1660
baseline,OpenVINO,INT8,0.406,0.6946885747038591,0.5512431776834442,0.9390495867768583,909,740,59,1649
baseline,OpenVINO,INT8,0.407,0.6960521272518204,0.5533211456429004,0.9380165289256188,908,733,60,1641
baseline,OpenVINO,INT8,0.408,0.6979246733282088,0.5556915544675639,0.9380165289256188,908,726,60,1634
baseline,OpenVINO,INT8,0.409,0.6995757809487078,0.5581538461538459,0.9369834710743792,907,718,61,1625
baseline,OpenVINO,INT8,0.41,0.6998841251448433,0.5589142504626771,0.9359504132231397,906,715,62,1621
baseline,OpenVINO,INT8,0.411,0.7023255813953486,0.562034739454094,0.9359504132231397,906,706,62,1612
baseline,OpenVINO,INT8,0.412,0.7034161490683227,0.5634328358208952,0.9359504132231397,906,702,62,1608
baseline,OpenVINO,INT8,0.413,0.7053328143246397,0.5658963148032476,0.9359504132231397,906,695,62,1601
baseline,OpenVINO,INT8,0.414,0.708920187793427,0.5705289672544077,0.9359504132231397,906,682,62,1588
baseline,OpenVINO,INT8,0.415,0.7092476489028211,0.5713383838383835,0.9349173553718998,905,679,63,1584
baseline,OpenVINO,INT8,0.416,0.7103610675039244,0.572784810126582,0.9349173553718998,905,675,63,1580
baseline,OpenVINO,INT8,0.417,0.7125984251968501,0.5756997455470735,0.9349173553718998,905,667,63,1572
baseline,OpenVINO,INT8,0.418,0.7142857142857141,0.5779054916985948,0.9349173553718998,905,661,63,1566
baseline,OpenVINO,INT8,0.419,0.7151323587514814,0.5790147152911065,0.9349173553718998,905,658,63,1563
baseline,OpenVINO,INT8,0.42,0.7154150197628456,0.579385403329065,0.9349173553718998,905,657,63,1562
baseline,OpenVINO,INT8,0.421,0.7176843774781917,0.582368082368082,0.9349173553718998,905,649,63,1554
baseline,OpenVINO,INT8,0.422,0.7183154549066346,0.5836023240800513,0.9338842975206602,904,645,64,1549
baseline,OpenVINO,INT8,0.423,0.7186009538950713,0.5839793281653743,0.9338842975206602,904,644,64,1548
baseline,OpenVINO,INT8,0.424,0.7194588141663348,0.585113268608414,0.9338842975206602,904,641,64,1545
baseline,OpenVINO,INT8,0.425,0.7203187250996014,0.5862516212710762,0.9338842975206602,904,638,64,1542
baseline,OpenVINO,INT8,0.426,0.7215341590091887,0.5882736156351788,0.9328512396694204,903,632,65,1535
baseline,OpenVINO,INT8,0.427,0.7233360064153966,0.5910878112712972,0.9318181818181808,902,624,66,1526
baseline,OpenVINO,INT8,0.428,0.7244979919678712,0.5926412614980285,0.9318181818181808,902,620,66,1522
baseline,OpenVINO,INT8,0.429,0.7277127874142797,0.5969556585043014,0.9318181818181808,902,609,66,1511
baseline,OpenVINO,INT8,0.43,0.7297734627831712,0.5997340425531911,0.9318181818181808,902,602,66,1504
baseline,OpenVINO,INT8,0.431,0.7306601863102468,0.6009327115256492,0.9318181818181808,902,599,66,1501
baseline,OpenVINO,INT8,0.432,0.7316280958181077,0.6026755852842806,0.9307851239669412,901,594,67,1495
baseline,OpenVINO,INT8,0.433,0.7323026851098451,0.6040268456375836,0.9297520661157016,900,590,68,1490
baseline,OpenVINO,INT8,0.434,0.7329800244598448,0.605387205387205,0.928719008264462,899,586,69,1485
baseline,OpenVINO,INT8,0.435,0.7348608837970537,0.6084010840108397,0.927685950413222,898,578,70,1476
baseline,OpenVINO,INT8,0.436,0.7360655737704915,0.6100543478260866,0.927685950413222,898,574,70,1472
baseline,OpenVINO,INT8,0.437,0.7378800328677072,0.6125511596180078,0.927685950413222,898,568,70,1466
baseline,OpenVINO,INT8,0.438,0.7397034596375615,0.6150684931506846,0.927685950413222,898,562,70,1460
baseline,OpenVINO,INT8,0.439,0.7406185567010306,0.6163349347975288,0.927685950413222,898,559,70,1457
baseline,OpenVINO,INT8,0.44,0.7424555601488215,0.6188835286009645,0.927685950413222,898,553,70,1451
baseline,OpenVINO,INT8,0.441,0.7430699213901528,0.6197377501725324,0.927685950413222,898,551,70,1449
baseline,OpenVINO,INT8,0.442,0.7439933719966857,0.6210235131396953,0.927685950413222,898,548,70,1446
baseline,OpenVINO,INT8,0.443,0.7467775467775465,0.6249130132219899,0.927685950413222,898,539,70,1437
baseline,OpenVINO,INT8,0.444,0.7480216576426486,0.6266573621772501,0.927685950413222,898,535,70,1433
baseline,OpenVINO,INT8,0.445,0.7483333333333331,0.6270949720670387,0.927685950413222,898,534,70,1432
baseline,OpenVINO,INT8,0.446,0.7508361204013375,0.6306179775280895,0.927685950413222,898,526,70,1424
baseline,OpenVINO,INT8,0.447,0.7512562814070349,0.63169014084507,0.9266528925619824,897,523,71,1420
baseline,OpenVINO,INT8,0.448,0.7522012578616349,0.6330275229357795,0.9266528925619824,897,520,71,1417
baseline,OpenVINO,INT8,0.449,0.7532576712904578,0.635010630758327,0.9256198347107428,896,515,72,1411
baseline,OpenVINO,INT8,0.45,0.7533670033670031,0.6356534090909087,0.9245867768595032,895,513,73,1408
baseline,OpenVINO,INT8,0.451,0.7543194268857982,0.6370106761565832,0.9245867768595032,895,510,73,1405
baseline,OpenVINO,INT8,0.452,0.7559121621621618,0.6392857142857139,0.9245867768595032,895,505,73,1400
baseline,OpenVINO,INT8,0.453,0.7566652560304694,0.640860215053763,0.9235537190082634,894,501,74,1395
baseline,OpenVINO,INT8,0.454,0.7567796610169488,0.6415229885057467,0.9225206611570238,893,499,75,1392
baseline,OpenVINO,INT8,0.455,0.757537154989384,0.6431146359048302,0.9214876033057842,892,495,76,1387
baseline,OpenVINO,INT8,0.456,0.7591489361702125,0.6454413892908824,0.9214876033057842,892,490,76,1382
baseline,OpenVINO,INT8,0.457,0.7595907928388744,0.6465892597968066,0.9204545454545444,891,487,77,1378
baseline,OpenVINO,INT8,0.458,0.7618640444634456,0.6498905908096276,0.9204545454545444,891,480,77,1371
baseline,OpenVINO,INT8,0.459,0.7641509433962261,0.6532258064516124,0.9204545454545444,891,473,77,1364
baseline,OpenVINO,INT8,0.46,0.7672413793103445,0.6582840236686386,0.9194214876033048,890,462,78,1352
baseline,OpenVINO,INT8,0.461,0.7679033649698013,0.6592592592592588,0.9194214876033048,890,460,78,1350
baseline,OpenVINO,INT8,0.462,0.7702293379489396,0.662695457930007,0.9194214876033048,890,453,78,1343
baseline,OpenVINO,INT8,0.463,0.7708964919878732,0.6636838180462337,0.9194214876033048,890,451,78,1341
baseline,OpenVINO,INT8,0.464,0.7718993928881176,0.6651718983557544,0.9194214876033048,890,448,78,1338
baseline,OpenVINO,INT8,0.465,0.7735767057800953,0.6676669167291819,0.9194214876033048,890,443,78,1333
baseline,OpenVINO,INT8,0.466,0.7742496737712046,0.6686701728024037,0.9194214876033048,890,441,78,1331
baseline,OpenVINO,INT8,0.467,0.7759372275501305,0.6711915535444942,0.9194214876033048,890,436,78,1326
baseline,OpenVINO,INT8,0.468,0.7776321537789425,0.6737320211960631,0.9194214876033048,890,431,78,1321
baseline,OpenVINO,INT8,0.469,0.7781181619256015,0.6750189825360664,0.9183884297520652,889,428,79,1317
baseline,OpenVINO,INT8,0.47,0.7794826830337568,0.6770753998476766,0.9183884297520652,889,424,79,1313
baseline,OpenVINO,INT8,0.471,0.7808519982433023,0.6791443850267375,0.9183884297520652,889,420,79,1309
baseline,OpenVINO,INT8,0.472,0.7808519982433023,0.6791443850267375,0.9183884297520652,889,420,79,1309
baseline,OpenVINO,INT8,0.473,0.7811950790861156,0.6796636085626907,0.9183884297520652,889,419,79,1308
baseline,OpenVINO,INT8,0.474,0.782226132864056,0.6812260536398462,0.9183884297520652,889,416,79,1305
baseline,OpenVINO,INT8,0.475,0.7830687830687828,0.6830769230769226,0.9173553719008256,888,412,80,1300
baseline,OpenVINO,INT8,0.476,0.7835689045936393,0.6844135802469131,0.916322314049586,887,409,81,1296
baseline,OpenVINO,INT8,0.477,0.7842617152961977,0.6854714064914987,0.916322314049586,887,407,81,1294
baseline,OpenVINO,INT8,0.478,0.7846085802742147,0.6860015467904094,0.916322314049586,887,406,81,1293
baseline,OpenVINO,INT8,0.479,0.7859991138679661,0.6881303335919312,0.916322314049586,887,402,81,1289
baseline,OpenVINO,INT8,0.48,0.7877442273534633,0.6908099688473516,0.916322314049586,887,397,81,1284
baseline,OpenVINO,INT8,0.481,0.7884444444444442,0.6918876755070198,0.916322314049586,887,395,81,1282
baseline,OpenVINO,INT8,0.482,0.7887950200088926,0.6924277907884461,0.916322314049586,887,394,81,1281
baseline,OpenVINO,INT8,0.483,0.7900133749442707,0.6949019607843132,0.915289256198346,886,389,82,1275
baseline,OpenVINO,INT8,0.484,0.7914247431889233,0.6970889063729342,0.915289256198346,886,385,82,1271
baseline,OpenVINO,INT8,0.485,0.7910514541387021,0.6977111286503547,0.9132231404958668,884,383,84,1267
